pH_R,pH_G,pH_B,glucose_R,glucose_G,glucose_B,lactate_R,lactate_G,lactate_B,uric_R,uric_G,uric_B,toxicity
93.29889997847411,158.15576076622665,86.48974918699646,94.40296501176626,157.06525614907116,84.7754368208899,185.1060639996239,63.06357173889226,71.12721111856837,162.29416646975892,92.34420462279498,88.63820174016199,High
241.2333040688877,8.419118360677412,48.181059554406104,81.3294117721294,171.26755923217254,87.32434671022676,47.16225623831454,203.35923032899166,65.36023819248479,114.45388222780704,135.78203419530556,98.36268627498461,Medium
189.59672835047036,67.48323231567534,76.5492103303408,41.6073263213796,204.87027466693888,72.36501506038823,81.03253884821939,160.49247904700636,89.38921756547894,245.04984621401135,5.622255278735872,55.04811089326793,High
154.31915991813793,98.00194306455677,88.40146387059127,156.62873759111716,97.54928276088853,89.8464912158415,173.27443655909883,77.82254550537664,81.97625504201372,55.78490799570247,193.62385184216978,69.41116582924259,High
42.13349593242544,212.88705455376834,60.54702069234273,124.39249546948679,134.3335050805913,96.79343112548614,121.70482451867593,135.08484741331483,98.88358497502769,150.9368364388056,102.92230081557875,85.24793497357976,High
40.865741100625364,218.30278376499854,64.32631409698254,222.66326975138054,32.99436162046925,62.72790251604458,193.2572863651618,65.12543983888071,74.94829182233981,172.39006143037807,78.07021947994298,76.87047590363707,High
14.441675033038077,239.05488273770186,53.66262185352417,7.64681153041507,245.87744298132176,56.52823717890568,249.56063557007775,10.952145307324763,56.81466774041257,212.56244241224016,45.48384230580746,71.36542880588033,High
216.07457610722403,31.94661339625229,60.53729541943172,163.09583625008162,92.05770107425289,81.65468964343975,30.50839759043332,223.2388172447873,59.95880784043917,103.60124699030158,156.04374441718448,87.86295884323762,Medium
152.7597198195197,97.76532432320883,86.83415685096584,190.73797569522657,60.734355263899715,74.27592630846634,182.06114804017147,71.73905086728098,80.52382923563508,175.33930023474406,78.82674250824601,77.27573151747687,High
180.45976049795433,74.5548698597335,79.3051853336267,194.20015227183163,63.08378697720829,70.70593007312684,57.349911740714944,197.54730280469272,72.19481553737499,79.87827067118553,177.2705354900777,74.13523207662935,Medium
7.518286757593081,248.648690319434,46.69086750062414,224.24313041913962,25.19490686415616,63.25939385678246,104.8924770595615,146.2287639055947,93.43254417088858,112.37557699798874,142.29270578892394,89.26320768139092,High
244.47257861939022,4.427626270881883,55.23949160979316,179.9573081430673,68.85829555031076,76.24914682768375,11.10661705332625,246.69820967302596,54.60563085543101,226.42391998880996,22.307005437484214,59.02357207237052,High
214.3314871577793,44.3246718934553,64.70823728665292,233.41776858605434,14.82996262527844,56.59012019182032,34.409653515158,224.41957453892726,63.36999227285662,243.8412979814214,9.658596036287344,55.12510301478737,High
54.4202353666106,199.57840841646686,70.93454360939022,84.37865540286032,171.44311043928295,86.50735413024128,74.20335662508087,176.34121254241606,75.86757565104607,183.92628846311027,78.06688690726543,77.87237913472265,High
46.540057418243926,207.0692208582386,70.00178704179481,129.08662565791923,123.97185826566279,98.65694083444554,83.64469048866836,166.64317573630305,82.74188343924979,95.40962285477215,156.8702583085742,86.3567049297414,High
46.02631832556443,208.23525309386997,68.82285114711753,2.477497004157041,248.63991902320492,51.246219817948734,228.46342652321272,28.07393692632163,63.45222450273108,204.88375869368895,46.851463645253254,69.45323248326973,High
72.96250611240758,178.73841845673815,82.6878647532989,0.0,252.2909751306369,50.55895980746067,190.71137418029784,62.03468176865719,78.47102009344684,0.0,251.9712366467765,53.65080240336975,High
131.1346854665716,123.59321752812124,93.85660286919361,61.344808163181625,193.7155146214258,74.70840444187704,244.48084732865397,5.511768482927268,52.38023459845245,23.819768771100264,228.81435838282982,58.157622095320264,High
113.00000007823174,148.68805485171282,92.10760747602822,27.760776282910317,228.3630863752702,57.19070640977597,150.7228467783345,102.25670922226864,84.63912700671878,169.8769702843365,86.25806254680909,86.00163187240746,High
